Genot,Temp,Frequency,meangr
XA54,30,0,3.88333333333333
XA54,32,0,3.82638964758545
XA54,32-42,120,2.63584938198837
XA54,32-42,480,3.43921425219733
XA54,35,0,4.34450292397661
XA54,37,0,4.11527777777778
XA54,42,0,0.810364490995542
XA55,25,0,3.16909028593811
XA55,25-35,120,3.8712958537233
XA55,25-35,480,4.05912712459994
XA55,30,0,4.15978801169591
XA55,32,0,4.61404127426303
XA55,32-42,120,2.80839910328632
XA55,32-42,480,3.51538929720092
XA55,35,0,4.59448099415205
XA55,37,0,3.98222222222222
XA55,42,0,0.310465599912651
XA56,25,0,3.10838351938895
XA56,25-35,120,3.56163295593306
XA56,25-35,480,3.8638463070445
XA56,30,0,3.95619883040936
XA56,32,0,4.26463917720146
XA56,32-42,120,3.0683415893728
XA56,32-42,480,3.52143454524856
XA56,35,0,4.64199561403509
XA56,37,0,4.27166666666666
XA56,42,0,1.04765476276397
XA57,25,0,3.36969782282282
XA57,25-35,120,3.84254833446139
XA57,25-35,480,3.95140405533294
XA57,30,0,4.28220029239766
XA57,32,0,4.39008333176215
XA57,32-42,120,2.80188745769811
XA57,32-42,480,3.53246088291262
XA57,35,0,4.97467105263158
XA57,37,0,4.66282894736842
XA57,42,0,0.670014056163584
XA58,25,0,3.12727469317143
XA58,25-35,120,3.70450580402868
XA58,25-35,480,3.8345161412693
XA58,30,0,4.00972222222222
XA58,32,0,4.42693683501744
XA58,32-42,120,2.92200529459881
XA58,32-42,480,3.44242020549911
XA58,35,0,4.5391081871345
XA58,37,0,3.85442755255255
XA58,42,0,1.0728528398555
XA59,25,0,3.04324748661705
XA59,25-35,120,3.7565918402185
XA59,25-35,480,3.88277009597512
XA59,30,0,3.91166666666667
XA59,32,0,4.38055834441019
XA59,32-42,120,2.94932399869594
XA59,32-42,480,3.39620231207241
XA59,35,0,4.41977339181286
XA59,37,0,4.1175
XA59,42,0,0.254526999955585
XA6,25,0,3.09448671604489
XA6,25-35,120,4.00159356725146
XA6,25-35,480,4.00530701754386
XA6,30,0,4.03694444444444
XA6,32,0,4.67677543666366
XA6,32-42,120,2.95690467235449
XA6,32-42,480,3.54600601245437
XA6,35,0,4.81704485198315
XA6,37,0,4.20671052631579
XA6,42,0,0.617638351106304
XA60,25,0,3.22936863493929
XA60,25-35,120,3.92680465460339
XA60,25-35,480,4.1256260194985
XA60,30,0,4.30475877192982
XA60,32,0,4.60712795893549
XA60,32-42,120,2.84222056618218
XA60,32-42,480,3.39222288402004
XA60,35,0,4.71977339181287
XA60,37,0,4.01138888888889
XA60,42,0,0.738202025524864
XA61,25,0,3.32624812312312
XA61,25-35,120,3.83155115511551
XA61,25-35,480,3.97800851886459
XA61,30,0,4.28862573099415
XA61,32,0,4.43977370212204
XA61,32-42,120,2.88400401413003
XA61,32-42,480,3.45794310506307
XA61,35,0,4.47770467836257
XA61,37,0,4.06027777777778
XA61,42,0,0.752935801987064
XA62,25,0,3.30337666470819
XA62,25-35,120,3.77330914988051
XA62,25-35,480,3.84760754523728
XA62,30,0,4.035
XA62,32,0,4.27067658263104
XA62,32-42,120,2.72442264398681
XA62,32-42,480,3.36311942279844
XA62,35,0,4.54915935672515
XA62,37,0,3.96722222222222
XA62,42,0,1.23756167547558
XA63,25,0,3.20781311202507
XA63,25-35,120,3.86225731193809
XA63,25-35,480,3.99522419483328
XA63,30,0,4.26448830409357
XA63,32,0,4.46244538558469
XA63,32-42,120,2.80029240428947
XA63,32-42,480,3.2966822436554
XA63,35,0,4.3983918128655
XA63,37,0,3.73916666666667
XA63,42,0,0.851125264174757
XA64,25,0,3.21097524154589
XA64,25-35,120,3.78359688555062
XA64,25-35,480,3.96771423694094
XA64,30,0,3.96027777777778
XA64,32,0,4.27357601475029
XA64,32-42,120,2.89182647080414
XA64,32-42,480,3.51359473761915
XA64,35,0,4.62090643274854
XA64,37,0,4.10638888888889
XA64,42,0,0.171988619820293
XA65,25,0,2.94836956521739
XA65,25-35,120,3.4738426923424
XA65,25-35,480,3.72632790865293
XA65,30,0,3.73277777777778
XA65,32,0,3.9841296802094
XA65,32-42,120,2.6800264192749
XA65,32-42,480,3.13597261969484
XA65,35,0,4.20010964912281
XA65,37,0,3.69833333333334
XA65,42,0,0.856195225762236
XA66,25,0,3.17718533751142
XA66,25-35,120,3.62530472624383
XA66,25-35,480,3.78725133720269
XA66,30,0,3.96527777777778
XA66,32,0,4.32835442257354
XA66,32-42,120,2.83330127534875
XA66,32-42,480,3.41709727822736
XA66,35,0,4.39457602339181
XA66,37,0,3.91777777777778
XA66,42,0,0.989413808603206
XA67,25,0,3.10125138725682
XA67,25-35,120,3.46314116715726
XA67,25-35,480,3.61474251735518
XA67,30,0,3.90805555555556
XA67,32,0,4.20101363607322
XA67,32-42,120,2.5317249709454
XA67,32-42,480,3.18292660557964
XA67,35,0,4.2865350877193
XA67,37,0,3.70527777777778
XA67,42,0,0.752975859495836
XA68,25,0,2.85892210144928
XA68,25-35,120,3.24107968844719
XA68,25-35,480,3.36428374688513
XA68,30,0,3.59583333333333
XA68,32,0,3.80131595918212
XA68,32-42,120,2.59717769831458
XA68,32-42,480,2.98904309568036
XA68,35,0,3.88899122807018
XA68,37,0,3.5477850877193
XA68,42,0,0.569167328260191
XA69,25,0,3.04257246376812
XA69,25-35,120,3.75761266643906
XA69,25-35,480,3.87551898620813
XA69,30,0,3.98305555555556
XA69,32,0,4.41561685143811
XA69,32-42,120,2.835956960334
XA69,32-42,480,3.26533455346628
XA69,35,0,4.44608918128655
XA69,37,0,3.89694444444444
XA69,42,0,0.579789528439577
XA7,25,0,2.96153760144485
XA7,25-35,120,3.79222222222222
XA7,25-35,480,3.77255555555555
XA7,30,0,3.85638888888889
XA7,32,0,4.23111218715695
XA7,32-42,120,3.14712017923129
XA7,32-42,480,3.60362936320473
XA7,35,0,4.54639512534249
XA7,37,0,4.29294590643275
XA7,42,0,0.58468247424488
XA70,25,0,3.16981655568612
XA70,25-35,120,3.46384983331744
XA70,25-35,480,3.75171522324646
XA70,30,0,3.95444444444445
XA70,32,0,4.08744536987283
XA70,32-42,120,2.74643776610248
XA70,32-42,480,3.26904931306423
XA70,35,0,4.17111111111111
XA70,37,0,3.90222222222222
XA70,42,0,1.10640054722575
XA71,25,0,3.08084239130435
XA71,25-35,120,3.60115900383142
XA71,25-35,480,3.68146494821896
XA71,30,0,3.8925
XA71,32,0,4.04752399377869
XA71,32-42,120,2.74261825868584
XA71,32-42,480,3.38096317887796
XA71,35,0,4.37920321637427
XA71,37,0,3.86611111111111
XA71,42,0,0.856945745012911
XA72,25,0,2.98890398550725
XA72,25-35,120,3.39081603261677
XA72,25-35,480,3.45859707650635
XA72,30,0,3.72111111111111
XA72,32,0,4.04775867215953
XA72,32-42,120,2.85367095345343
XA72,32-42,480,3.19145114942529
XA72,35,0,4.21259502923977
XA72,37,0,3.61615052552553
XA72,42,0,1.02503865464263
XA73,25,0,3.21883364342603
XA73,25-35,120,3.91579198437085
XA73,25-35,480,3.88162114487311
XA73,30,0,4.18464912280702
XA73,32,0,4.38385264949046
XA73,32-42,120,2.64339813939465
XA73,32-42,480,3.50244736991173
XA73,35,0,4.56377923976608
XA73,37,0,3.97972222222222
XA73,42,0,1.41771228096764
XA74,25,0,3.15525443922183
XA74,25-35,120,3.75337781191912
XA74,25-35,480,3.85884678122985
XA74,30,0,4.02972222222222
XA74,32,0,4.21909356725146
XA74,32-42,120,2.72304854675323
XA74,32-42,480,3.34766972273593
XA74,35,0,4.36970029239766
XA74,37,0,3.94305555555556
XA74,42,0,0.951083927561186
XA75,25,0,3.00883152173913
XA75,25-35,120,3.75347018322522
XA75,25-35,480,3.85425562383825
XA75,30,0,3.98055555555556
XA75,32,0,4.36754385964912
XA75,32-42,120,2.74597184860287
XA75,32-42,480,3.50712169492812
XA75,35,0,4.51114766081871
XA75,37,0,3.74111111111111
XA75,42,0,1.05681089685528
XA76,25,0,3.16976351351351
XA76,25-35,120,4.01410502257122
XA76,25-35,480,4.01832157353667
XA76,30,0,4.13805555555556
XA76,32,0,4.41633040935673
XA76,32-42,120,2.66029459908088
XA76,32-42,480,3.15762440380804
XA76,35,0,4.40549707602339
XA76,37,0,3.87027777777778
XA76,42,0,0.695107969082044
XA77,25,0,3.53972222222222
XA77,25-35,120,4.02328371857149
XA77,25-35,480,4.18912635841624
XA77,30,0,4.45376461988304
XA77,32,0,4.76355994152047
XA77,32-42,120,3.00279988409261
XA77,32-42,480,3.41718166848139
XA77,35,0,4.77178362573099
XA77,37,0,4.18083333333333
XA77,42,0,1.1073048177625
XA78,25,0,3.02626811594203
XA78,25-35,120,3.41054205857445
XA78,25-35,480,3.60741753019663
XA78,30,0,3.78694444444445
XA78,32,0,4.03849489077764
XA78,32-42,120,2.77666452408999
XA78,32-42,480,3.18459181344837
XA78,35,0,4.42891081871345
XA78,37,0,3.71972222222222
XA78,42,0,1.02817541959235
XA79,25,0,3.35069444444444
XA79,25-35,120,4.07163451689997
XA79,25-35,480,4.21869573572602
XA79,30,0,4.30964912280702
XA79,32,0,4.62383040935672
XA79,32-42,120,2.87123169213847
XA79,32-42,480,3.48194990142071
XA79,35,0,4.72843567251462
XA79,37,0,3.96388888888889
XA79,42,0,0.915165039263698
XA8,25,0,3.27090277777778
XA8,25-35,120,3.60194444444444
XA8,25-35,480,3.69027777777778
XA8,30,0,4.025
XA8,32,0,4.18212619227542
XA8,32-42,120,2.98544285566595
XA8,32-42,480,3.23240859848269
XA8,35,0,4.36356817159449
XA8,37,0,4.03
XA8,42,0,0.716709341944827
XA80,25,0,3.3266234984985
XA80,25-35,120,4.03003110655893
XA80,25-35,480,4.01110399833087
XA80,30,0,4.36397660818714
XA80,32,0,4.66687229559659
XA80,32-42,120,2.85031109835843
XA80,32-42,480,3.35446803481147
XA80,35,0,4.8374634502924
XA80,37,0,4.02944444444444
XA80,42,0,0.946214970950891
XA81,25,0,3.078125
XA81,25-35,120,3.99746045294185
XA81,25-35,480,3.89137874132241
XA81,30,0,4.16888888888889
XA81,32,0,4.48937134502924
XA81,32-42,120,3.05878152828327
XA81,32-42,480,3.45624957323319
XA81,35,0,4.35088450292398
XA81,37,0,3.86138888888889
XA81,42,0,0.925397229394093
XA82,25,0,3.20750301932367
XA82,25-35,120,3.82747591138424
XA82,25-35,480,4.06975000948371
XA82,30,0,4.10777777777778
XA82,32,0,4.17240497076024
XA82,32-42,120,2.80170911167634
XA82,32-42,480,3.62562093738498
XA82,35,0,4.50603070175439
XA82,37,0,4.09027777777778
XA82,42,0,1.17911903257682
XA83,25,0,3.02038043478261
XA83,25-35,120,3.80080118356663
XA83,25-35,480,3.87686810060316
XA83,30,0,3.82833333333333
XA83,32,0,4.03190058479532
XA83,32-42,120,2.64991711394476
XA83,32-42,480,3.10043924392613
XA83,35,0,4.14054824561404
XA83,37,0,3.45824512012012
XA83,42,0,0.54346471851532
XA84,25,0,3.12753378378378
XA84,25-35,120,4.01367161716172
XA84,25-35,480,3.86700144152346
XA84,30,0,3.89777777777778
XA84,32,0,4.32579678362573
XA84,32-42,120,2.9054245773416
XA84,32-42,480,3.60424092409241
XA84,35,0,4.5656067251462
XA84,37,0,4.03222222222222
XA84,42,0,0.682411545982988
XA85,25,0,3.0258152173913
XA85,25-35,120,3.8272128333523
XA85,25-35,480,3.84635275596525
XA85,30,0,3.87972222222222
XA85,32,0,4.21736842105263
XA85,32-42,120,3.09357810265659
XA85,32-42,480,3.59960959102667
XA85,35,0,4.61641081871345
XA85,37,0,4.02527777777778
XA85,42,0,0.303149498917677
XA86,25,0,3.05774456521739
XA86,25-35,120,3.61152241948333
XA86,25-35,480,3.81753869352453
XA86,30,0,3.85805555555556
XA86,32,0,4.07597222222222
XA86,32-42,120,2.64577851723089
XA86,32-42,480,3.13081973851126
XA86,35,0,4.01192251461988
XA86,37,0,3.52384196696697
XA86,42,0,0.795149961792302
XA87,25,0,3.20516304347826
XA87,25-35,120,4.00893336747468
XA87,25-35,480,4.12512252949433
XA87,30,0,4.04944444444445
XA87,32,0,4.51238304093567
XA87,32-42,120,3.56749177754392
XA87,32-42,480,3.33510196458835
XA87,35,0,4.29217105263158
XA87,37,0,3.9675
XA87,42,0,0.629037480785835
XA88,25,0,3.2827515015015
XA88,25-35,120,3.99484664845795
XA88,25-35,480,4.1188651771257
XA88,30,0,4.11083333333333
XA88,32,0,4.69009962495797
XA88,32-42,120,3.13443850475752
XA88,32-42,480,3.52717547075071
XA88,35,0,4.67105263157895
XA88,37,0,4.27406432748538
XA88,42,0,1.26406890836756
XA89,25,0,3.46677927927928
XA89,25-35,120,3.93009284549144
XA89,25-35,480,4.00475294943287
XA89,30,0,4.35944444444445
XA89,32,0,4.34570175438596
XA89,32-42,120,2.63016243293111
XA89,32-42,480,3.396910056983
XA89,35,0,4.58142752715121
XA89,37,0,3.8275
XA89,42,0,0.561565820064109
XA9,25,0,3.01747007858934
XA9,25-35,120,3.78916666666667
XA9,25-35,480,3.91805555555555
XA9,30,0,4.00666666666667
XA9,32,0,4.33514055517523
XA9,32-42,120,2.89436212692566
XA9,32-42,480,3.09240670346451
XA9,35,0,3.95902856258093
XA9,37,0,3.47666666666666
XA9,42,0,0.667010502755455
XA90,25,0,3.2187765210863
XA90,25-35,120,3.91569686278973
XA90,25-35,480,4.03185273699784
XA90,30,0,4.01654970760234
XA90,32,0,4.52060894837398
XA90,32-42,120,2.94397066022824
XA90,32-42,480,3.5685408368423
XA90,35,0,4.59667397660819
XA90,37,0,4.15694444444445
XA90,42,0,0.317108019028986
XA91,25,0,2.91462862318841
XA91,25-35,120,3.53588919763807
XA91,25-35,480,3.80141458973484
XA91,30,0,3.77888888888889
XA91,32,0,4.05952970546601
XA91,32-42,120,2.57334151689053
XA91,32-42,480,3.16091527409976
XA91,35,0,4.42891081871345
XA91,37,0,3.93916666666667
XA91,42,0,1.05108546832185
XA92,25,0,3.06588857879619
XA92,25-35,120,3.73084708470847
XA92,25-35,480,3.82557319525056
XA92,30,0,3.95944444444445
XA92,32,0,4.20651504465328
XA92,32-42,120,2.53864060882643
XA92,32-42,480,2.9845931045052
XA92,35,0,4.0524634502924
XA92,37,0,3.23127203290246
XA92,42,0,0.736049032099468
XA93,25,0,3.31123310810811
XA93,25-35,120,3.96594002503699
XA93,25-35,480,4.00065352224878
XA93,30,0,4.43656432748538
XA93,32,0,4.55812905955108
XA93,32-42,120,3.00243747853666
XA93,32-42,480,3.45440623673343
XA93,35,0,4.93760964912281
XA93,37,0,4.15277777777778
XA93,42,0,1.4317104012372
XA94,25,0,3.28284942551247
XA94,25-35,120,4.05731819733697
XA94,25-35,480,4.11548983346611
XA94,30,0,4.32834064327485
XA94,32,0,4.51531817689037
XA94,32-42,120,2.93826083255299
XA94,32-42,480,3.60112884564319
XA94,35,0,4.7999269005848
XA94,37,0,3.99805555555555
XA94,42,0,0.693630708827292
XB1,25,0,3.36869744744745
XB1,25-35,120,3.86166666666667
XB1,25-35,480,4.23374269005848
XB1,30,0,4.31670321637427
XB1,32,0,4.70872124783884
XB1,32-42,120,3.27201210824683
XB1,32-42,480,3.78988086494341
XB1,35,0,4.7192565827349
XB1,37,0,4.52613304093567
XB1,42,0,0.421987854776195
XB10,25,0,3.07838574147296
XB10,25-35,120,3.57661786786787
XB10,25-35,480,3.62972222222222
XB10,30,0,3.69722222222222
XB10,32,0,3.90111581017367
XB10,32-42,120,3.47962861656481
XB10,32-42,480,3.28630706882532
XB10,35,0,4.36264338731444
XB10,37,0,3.69333333333333
XB10,42,0,0.555350131836196
XB11,25,0,3.55267588549248
XB11,25-35,120,3.86138888888889
XB11,25-35,480,4.13722222222222
XB11,30,0,4.05630847953216
XB11,32,0,4.40056218848707
XB11,32-42,120,3.44363024041
XB11,32-42,480,3.77703566154113
XB11,35,0,4.73923956160798
XB11,37,0,4.40716374269006
XB11,42,0,1.22062918870601
XB12,25,0,3.24307305394915
XB12,25-35,120,3.75111111111111
XB12,25-35,480,3.81166666666667
XB12,30,0,3.74666666666667
XB12,32,0,4.13501179857502
XB12,32-42,120,3.67981640091296
XB12,32-42,480,3.48605085961525
XB12,35,0,4.36699714758925
XB12,37,0,4.01648391812865
XB12,42,0,0.309701998307913
XB13,25,0,2.97102253295733
XB13,25-35,120,3.28922672672673
XB13,25-35,480,3.49308370870871
XB13,30,0,3.56138888888889
XB13,32,0,3.79987879655477
XB13,32-42,120,3.00768442758753
XB13,32-42,480,3.36958048275353
XB13,35,0,4.04258554141634
XB13,37,0,3.58166666666667
XB13,42,0,0.979444465463592
XB14,25,0,3.13590983137337
XB14,25-35,120,3.64333333333333
XB14,25-35,480,3.76722222222222
XB14,30,0,3.85555555555556
XB14,32,0,4.06345760233918
XB14,32-42,120,3.04269745458807
XB14,32-42,480,3.38701951951952
XB14,35,0,4.51986208236208
XB14,37,0,4.32157894736842
XB14,42,0,0.209154346570824
XB15,25,0,2.98232466903598
XB15,25-35,120,3.63361111111111
XB15,25-35,480,3.63222222222222
XB15,30,0,3.77277777777778
XB15,32,0,3.9947149122807
XB15,32-42,120,3.17127937720329
XB15,32-42,480,3.37681474094761
XB15,35,0,4.11945906432749
XB15,37,0,4.20804093567251
XB15,42,0,0.350522342995169
XB16,25,0,3.16035384458654
XB16,25-35,120,3.77444444444445
XB16,25-35,480,3.90097222222222
XB16,30,0,3.9628581871345
XB16,32,0,4.3031798245614
XB16,32-42,120,2.98243952209486
XB16,32-42,480,3.57277777777778
XB16,35,0,4.23826319878951
XB16,37,0,3.92583333333334
XB16,42,0,0.446602075776416
XB17,25,0,2.98515567019661
XB17,25-35,120,3.37942004504505
XB17,25-35,480,3.66527777777778
XB17,30,0,3.83694444444445
XB17,32,0,4.00795321637427
XB17,32-42,120,2.40995722671362
XB17,32-42,480,2.52565828026143
XB17,35,0,3.80487036498238
XB17,37,0,3.74166666666667
XB17,42,0,0.588224103609575
XB18,25,0,3.19922844039692
XB18,25-35,120,3.76472222222222
XB18,25-35,480,3.76027777777778
XB18,30,0,4.0824269005848
XB18,32,0,4.37774122807017
XB18,32-42,120,3.24632277719231
XB18,32-42,480,3.5825
XB18,35,0,4.60087719298246
XB18,37,0,4.44480994152046
XB18,42,0,0.528210694124651
XB19,25,0,3.17959467619794
XB19,25-35,120,3.74972222222222
XB19,25-35,480,3.68944444444445
XB19,30,0,3.93222222222222
XB19,32,0,4.16728801169591
XB19,32-42,120,3.44524671300381
XB19,32-42,480,3.7625
XB19,35,0,5.2
XB19,37,0,4.58388157894737
XB19,42,0,0.341675122150358
XB2,25,0,3.12983593701448
XB2,25-35,120,3.29656156156156
XB2,25-35,480,3.78027777777778
XB2,30,0,3.83138888888889
XB2,32,0,4.14601918634932
XB2,32-42,120,2.47807595702509
XB2,32-42,480,3.01154070101718
XB2,35,0,3.83056517311609
XB2,37,0,3.82666666666666
XB2,42,0,0.855352992490935
XB20,25,0,3.05554535513775
XB20,25-35,120,3.19558933933934
XB20,25-35,480,3.53111111111111
XB20,30,0,3.78666666666667
XB20,32,0,3.89248538011696
XB20,32-42,120,2.68854765742949
XB20,32-42,480,2.96056477169352
XB20,35,0,4.17271929824561
XB20,37,0,3.79444444444444
XB20,42,0,0.141030732192805
XB21,25,0,3.25395833333333
XB21,25-35,120,3.77444444444445
XB21,25-35,480,3.83527777777778
XB21,30,0,4.06565058479532
XB21,32,0,4.3702850877193
XB21,32-42,120,2.92679016150319
XB21,32-42,480,3.5331511169451
XB21,35,0,4.30866228070176
XB21,37,0,3.79638888888889
XB21,42,0,0.433214938044577
XB22,25,0,3.3456737987988
XB22,25-35,120,3.74583333333333
XB22,25-35,480,3.90611111111111
XB22,30,0,4.32456140350877
XB22,32,0,4.66710526315789
XB22,32-42,120,3.2540114177572
XB22,32-42,480,3.37973723723724
XB22,35,0,4.99316520467836
XB22,37,0,4.28343567251462
XB22,42,0,0.390309361744694
XB23,25,0,3.30508633633634
XB23,25-35,120,3.82046052631579
XB23,25-35,480,3.85305555555555
XB23,30,0,4.2943932748538
XB23,32,0,4.45511695906433
XB23,32-42,120,2.81838793455105
XB23,32-42,480,3.08933359513728
XB23,35,0,4.73004385964912
XB23,37,0,4.20763888888889
XB23,42,0,0.328178446141727
XB24,25,0,3.5076539039039
XB24,25-35,120,4.00027777777778
XB24,25-35,480,4.20854532163743
XB24,30,0,4.08897660818714
XB24,32,0,4.52668128654971
XB24,32-42,120,3.25427685771928
XB24,32-42,480,3.76583333333334
XB24,35,0,4.67861842105263
XB24,37,0,4.26187865497076
XB24,42,0,0.626443230997421
XB25,25,0,3.12273550724638
XB25,25-35,120,3.45306681681682
XB25,25-35,480,3.54795795795796
XB25,30,0,3.8425
XB25,32,0,3.80333333333333
XB25,32-42,120,2.32354435671117
XB25,32-42,480,2.9321370595369
XB25,35,0,4.36239035087719
XB25,37,0,3.66722222222222
XB25,42,0,0.725070542279913
XB26,25,0,3.42367492492493
XB26,25-35,120,3.75333333333334
XB26,25-35,480,4.08722222222222
XB26,30,0,4.10197368421053
XB26,32,0,4.44627192982456
XB26,32-42,120,3.22676701190926
XB26,32-42,480,3.55769707207207
XB26,35,0,4.39967105263158
XB26,37,0,4.26555555555555
XB26,42,0,1.26306262589666
XB27,25,0,3.00452898550725
XB27,25-35,120,3.58656395811995
XB27,25-35,480,3.66072398619172
XB27,30,0,3.75666666666667
XB27,32,0,3.87469936648837
XB27,32-42,120,2.99332388133634
XB27,32-42,480,3.54292923257843
XB27,35,0,4.5109649122807
XB27,37,0,4.23875730994152
XB27,42,0,0.424028378969407
XB28,25,0,2.87749094202899
XB28,25-35,120,3.1166523727599
XB28,25-35,480,3.38007969453749
XB28,30,0,3.78555555555556
XB28,32,0,3.76568225788096
XB28,32-42,120,2.11112671921786
XB28,32-42,480,2.78015552766186
XB28,35,0,3.76944444444445
XB28,37,0,3.15615615615616
XB28,42,0,0.206306374245413
XB29,25,0,3.22883209296253
XB29,25-35,120,3.67711372861424
XB29,25-35,480,3.74164267288798
XB29,30,0,4.23312134502924
XB29,32,0,4.46284595545374
XB29,32-42,120,3.06975001069715
XB29,32-42,480,3.46285354490715
XB29,35,0,4.41662280701754
XB29,37,0,4.35152777777778
XB29,42,0,1.02797035058597
XB3,25,0,3.01596899194144
XB3,25-35,120,3.03271477999739
XB3,25-35,480,3.43775555364277
XB3,30,0,3.56361111111111
XB3,32,0,3.94203688566668
XB3,32-42,120,2.56855488552312
XB3,32-42,480,3.0071777515368
XB3,35,0,3.56798790935247
XB3,37,0,2.85513570635853
XB3,42,0,0.211221383455695
XB30,25,0,3.34098160660661
XB30,25-35,120,3.6529009711316
XB30,25-35,480,3.9721116421987
XB30,30,0,4.08535087719298
XB30,32,0,4.34994340589069
XB30,32-42,120,2.9247415667645
XB30,32-42,480,3.25604861156745
XB30,35,0,4.57510964912281
XB30,37,0,4.18722222222222
XB30,42,0,0.211679441538985
XB31,25,0,3.58390765765766
XB31,25-35,120,3.79906433746823
XB31,25-35,480,4.11779210699146
XB31,30,0,4.48008040935673
XB31,32,0,4.30814192363409
XB31,32-42,120,3.21738496145238
XB31,32-42,480,3.74003072721065
XB31,35,0,4.83516081871345
XB31,37,0,4.5734649122807
XB31,42,0,1.39914047203541
XB32,25,0,3.39433183183183
XB32,25-35,120,3.75474090512499
XB32,25-35,480,4.11673532748224
XB32,30,0,4.39011695906433
XB32,32,0,4.38121433408436
XB32,32-42,120,3.57040948596258
XB32,32-42,480,3.7823228443534
XB32,35,0,5.2
XB32,37,0,4.86787280701754
XB32,42,0,0.72393284887415
XB33,25,0,3.4141798048048
XB33,25-35,120,3.92426637411189
XB33,25-35,480,4.12772240133739
XB33,30,0,4.33845029239766
XB33,32,0,4.48581425521084
XB33,32-42,120,3.08790505517862
XB33,32-42,480,3.5508479382421
XB33,35,0,4.5734649122807
XB33,37,0,4.26561403508772
XB33,42,0,1.02698586395169
XB34,25,0,2.83673007246377
XB34,25-35,120,3.22491347045124
XB34,25-35,480,3.35354349228026
XB34,30,0,3.68888888888889
XB34,32,0,3.61344884488449
XB34,32-42,120,2.49459667309362
XB34,32-42,480,3.03442843856814
XB34,35,0,4.07333333333334
XB34,37,0,3.62666666666667
XB34,42,0,0.858422609904718
XB35,25,0,3.15639076576577
XB35,25-35,120,3.67274720307539
XB35,25-35,480,4.01410701414969
XB35,30,0,4.12222953216374
XB35,32,0,4.33842204247858
XB35,32-42,120,3.45225108987939
XB35,32-42,480,3.88081749554266
XB35,35,0,4.74597953216374
XB35,37,0,4.36177631578948
XB35,42,0,0.63759919276337
XB36,25,0,2.95380434782609
XB36,25-35,120,3.37024952978755
XB36,25-35,480,3.39448284512369
XB36,30,0,3.81277777777778
XB36,32,0,3.6164329881264
XB36,32-42,120,2.64181471171178
XB36,32-42,480,2.80397482172023
XB36,35,0,4.07198830409357
XB36,37,0,3.25490803303303
XB36,42,0,0.263037267146839
XB37,25,0,3.05720426519197
XB37,25-35,120,3.35581784477376
XB37,25-35,480,3.72680408558097
XB37,30,0,3.80833333333333
XB37,32,0,3.86297864269186
XB37,32-42,120,3.14159346189685
XB37,32-42,480,3.45976797149659
XB37,35,0,4.26022660818713
XB37,37,0,4.04694444444445
XB37,42,0,1.23067142566773
XB38,25,0,3.00611413043478
XB38,25-35,120,3.22226117911186
XB38,25-35,480,3.52684069268996
XB38,30,0,3.72333333333333
XB38,32,0,3.67202695269527
XB38,32-42,120,3.22357325274538
XB38,32-42,480,3.26156612825921
XB38,35,0,4.45138888888889
XB38,37,0,4.10138888888889
XB38,42,0,0.412165440328274
XB39,25,0,3.26556175740958
XB39,25-35,120,3.22967806183224
XB39,25-35,480,3.66591432419104
XB39,30,0,3.90027777777778
XB39,32,0,4.00897338871818
XB39,32-42,120,2.79259098915788
XB39,32-42,480,3.35688420281057
XB39,35,0,4.28279970760234
XB39,37,0,4.06055555555556
XB39,42,0,0.829939100238975
XB4,25,0,2.90961671183404
XB4,25-35,120,3.32468843843844
XB4,25-35,480,3.44556118618619
XB4,30,0,3.59055555555556
XB4,32,0,3.83550603770307
XB4,32-42,120,2.47636037875733
XB4,32-42,480,3.0975440592164
XB4,35,0,3.68468730805289
XB4,37,0,2.86260037211124
XB4,42,0,0.773407384303434
XB40,25,0,3.01879528985507
XB40,25-35,120,3.54014538522818
XB40,25-35,480,3.54225456166306
XB40,30,0,3.68070906432749
XB40,32,0,3.8262134502924
XB40,32-42,120,2.7109425617402
XB40,32-42,480,3.33495455598009
XB40,35,0,4.04291666666667
XB40,37,0,3.9275
XB40,42,0,0.332020271801136
XB41,25,0,3.09668568024546
XB41,25-35,120,3.66192803763135
XB41,25-35,480,3.71009768218201
XB41,30,0,3.83111111111111
XB41,32,0,3.93172514619883
XB41,32-42,120,3.0969630867545
XB41,32-42,480,3.51894398922651
XB41,35,0,4.44974415204678
XB41,37,0,4.13472222222222
XB41,42,0,0.2919751166088
XB42,25,0,3.44228603603604
XB42,25-35,120,3.84277607071052
XB42,25-35,480,3.91540482385437
XB42,30,0,3.97694444444445
XB42,32,0,3.91513888888889
XB42,32-42,120,3.39834613633777
XB42,32-42,480,3.57921152460074
XB42,35,0,4.69334795321637
XB42,37,0,4.42138888888889
XB42,42,0,0.543082584471576
XB43,25,0,3.29098119858989
XB43,25-35,120,3.68914001745002
XB43,25-35,480,3.84368602490921
XB43,30,0,3.91916666666667
XB43,32,0,4.32367690058479
XB43,32-42,120,3.24026495003323
XB43,32-42,480,3.6179886005842
XB43,35,0,4.58347953216374
XB43,37,0,4.23861111111111
XB43,42,0,0.619381568232011
XB44,25,0,3.34402010706359
XB44,25-35,120,3.67407998558476
XB44,25-35,480,3.87810065307801
XB44,30,0,3.82638888888889
XB44,32,0,3.98334795321637
XB44,32-42,120,3.30743527060727
XB44,32-42,480,3.28146816297889
XB44,35,0,4.38797514619883
