Genot,Temp,Frequency,meangr
X2489,32,0,4.55625
X2489,32-42,120,3.09765063977021
X2489,32-42,480,3.56416666666667
X2489,35,0,4.875
X2489,37,0,4.30794590643275
X2489,42,0,1.26154891304348
X3200,25,0,2.89295885559472
X3200,25-35,120,2.98195811559197
X3200,25-35,480,3.16555786139561
X3200,30,0,3.47083333333333
X3200,32,0,3.59851674822654
X3200,32-42,120,2.69318484645479
X3200,32-42,480,3.29150636569147
X3200,35,0,3.80138888888889
X3200,37,0,4.00777777777778
X3200,42,0,0.940037072370004
X3210,25,0,2.89253062705213
X3210,25-35,120,3.46773648648648
X3210,25-35,480,3.47382132132132
X3210,30,0,3.43222222222222
X3210,32,0,3.86138888888889
X3210,32-42,120,2.52400362318841
X3210,32-42,480,2.90647644927536
X3210,35,0,3.73851598616364
X3210,37,0,3.91666666666666
X3210,42,0,1.14130434782609
X3211,25,0,2.9619389597217
X3211,25-35,120,3.59277777777778
X3211,25-35,480,3.86027777777778
X3211,30,0,3.85944444444445
X3211,32,0,4.34827485380117
X3211,32-42,120,2.74660326086956
X3211,32-42,480,3.14412578339209
X3211,35,0,3.85070707070707
X3211,37,0,3.82638888888889
X3211,42,0,0.323822463768116
X3212,25,0,2.67810364901188
X3212,25-35,120,3.27763701201201
X3212,25-35,480,3.20019544000522
X3212,30,0,3.26957582582583
X3212,32,0,3.615
X3212,32-42,120,2.70153985507247
X3212,32-42,480,2.93048007246377
X3212,35,0,3.45491651310898
X3212,37,0,3.82333333333333
X3212,42,0,0.431385869565218
X3223,25,0,2.86874288004964
X3223,25-35,120,3.37245495495496
X3223,25-35,480,3.53916666666667
X3223,30,0,3.53777777777778
X3223,32,0,3.82055555555556
X3223,32-42,120,2.66508152173913
X3223,32-42,480,2.84442934782609
X3223,35,0,3.73453286134549
X3223,37,0,3.67916666666667
X3223,42,0,0.536458333333333
X3943,25,0,3.01854435957697
X3943,25-35,120,3.6491804180418
X3943,25-35,480,3.84385768749289
X3943,30,0,3.81166666666667
X3943,32,0,4.24979751736946
X3943,32-42,120,2.37643746229379
X3943,32-42,480,3.11481763537608
X3943,35,0,4.84557748538012
X3943,37,0,4.15336988304094
X3943,42,0,0.214476707281415
X3968,25,0,2.98108230513122
X3968,25-35,120,2.95747865450514
X3968,25-35,480,3.18457478073758
X3968,30,0,3.38836654589372
X3968,32,0,3.53845112097417
X3968,32-42,120,2.22193933572926
X3968,32-42,480,2.83620335039719
X3968,35,0,3.73416666666667
X3968,37,0,3.60600278850279
X3968,42,0,0.874282714643146
X3975,25,0,3.29438813813814
X3975,25-35,120,3.83034648973064
X3975,25-35,480,4.03496124657838
X3975,30,0,4.18658625730994
X3975,32,0,4.43568211849254
X3975,32-42,120,2.59955197472559
X3975,32-42,480,3.31339157515394
X3975,35,0,4.22671783625731
X3975,37,0,3.97333333333333
X3975,42,0,0.564026156693722
X4494,25,0,3.15502001847585
X4494,25-35,120,3.89778482539252
X4494,25-35,480,3.92256059421423
X4494,30,0,4.19604532163743
X4494,32,0,4.50480994152047
X4494,32-42,120,3.42297385218009
X4494,32-42,480,3.69222222222222
X4494,35,0,4.6111013986014
X4494,37,0,4.14890350877193
X4494,42,0,1.09963768115942
X4498,25,0,3.14428490990991
X4498,25-35,120,3.54691026583024
X4498,25-35,480,3.84896288925218
X4498,30,0,3.92852339181287
X4498,32,0,4.37725877192982
X4498,32-42,120,2.81274622536804
X4498,32-42,480,3.15220939256864
X4498,35,0,4.20259502923977
X4498,37,0,4.49143274853801
X4498,42,0,1.22033514492754
X4708,25,0,3.329253003003
X4708,25-35,120,3.71022419483328
X4708,25-35,480,3.7433581706628
X4708,30,0,4.01873538011696
X4708,32,0,4.15837191455081
X4708,32-42,120,2.97129053636138
X4708,32-42,480,3.48292356528116
X4708,35,0,4.50606725146199
X4708,37,0,4.11611111111111
X4708,42,0,0.353189736695031
X4712,25,0,3.11824324324324
X4712,25-35,120,3.4961615644323
X4712,25-35,480,3.35429156196141
X4712,30,0,3.64388888888889
X4712,32,0,3.83590354520933
X4712,32-42,120,2.74139641188068
X4712,32-42,480,3.30273007094451
X4712,35,0,3.98597222222222
X4712,37,0,3.66283220720721
X4712,42,0,0.559424835418972
X4713,25,0,3.46892642642643
X4713,25-35,120,3.86004959978756
X4713,25-35,480,4.23047850853625
X4713,30,0,4.3828581871345
X4713,32,0,4.3234437130575
X4713,32-42,120,2.80029182597345
X4713,32-42,480,3.36228715603412
X4713,35,0,5.01666666666667
X4713,37,0,4.1225
X4713,42,0,0.908513239735585
X4715,25,0,3.42001501501502
X4715,25-35,120,3.73159013315125
X4715,25-35,480,3.90953536075023
X4715,30,0,3.96472222222222
X4715,32,0,4.08795111098542
X4715,32-42,120,2.72057936778185
X4715,32-42,480,2.92635366610897
X4715,35,0,4.23456871345029
X4715,37,0,3.6725
X4715,42,0,0.304824994633227
X4716,25,0,3.57083333333333
X4716,25-35,120,3.91236893516938
X4716,25-35,480,4.21280962556328
X4716,30,0,4.51973684210526
X4716,32,0,4.62314382084084
X4716,32-42,120,2.49281586926912
X4716,32-42,480,3.19956683960073
X4716,35,0,4.39894005847953
X4716,37,0,3.54471846846847
X4716,42,0,0.596837224397719
X4730,25,0,3.14168992361927
X4730,25-35,120,3.21216134074331
X4730,25-35,480,3.48282386859375
X4730,30,0,3.55222222222222
X4730,32,0,3.79379063768446
X4730,32-42,120,2.40544829978175
X4730,32-42,480,3.06275181338229
X4730,35,0,3.85305555555556
X4730,37,0,3.331128003003
X4730,42,0,0.736919609755435
X4824,25,0,3.56194444444445
X4824,25-35,120,4.20951173384126
X4824,25-35,480,4.1452647451678
X4824,30,0,4.44901315789474
X4824,32,0,4.83399941787569
X4824,32-42,120,2.99553599969293
X4824,32-42,480,3.49157524373127
X4824,35,0,5.00581140350877
X4824,37,0,4.46176169590643
X4824,42,0,0.315494215474681
X5910,25,0,3.6475
X5910,25-35,120,4.19130728408594
X5910,25-35,480,4.34688530108632
X5910,30,0,4.5349269005848
X5910,32,0,5.08136737089202
X5910,32-42,120,3.10223535128097
X5910,32-42,480,3.63564309017108
X5910,35,0,5.09375
X5910,37,0,4.49106725146199
X5910,42,0,0.12851303848161
X5914,25,0,3.51353603603604
X5914,25-35,120,3.79337430294754
X5914,25-35,480,3.97593210614165
X5914,30,0,4.26626461988304
X5914,32,0,4.45151320895827
X5914,32-42,120,2.80676134584643
X5914,32-42,480,3.362837373671
X5914,35,0,4.42945906432749
X5914,37,0,3.93
X5914,42,0,1.21995524913546
X6203,25,0,3.22093468468469
X6203,25-35,120,3.83611769979176
X6203,25-35,480,3.55474373165415
X6203,30,0,3.78361111111111
X6203,32,0,3.84962500424271
X6203,32-42,120,2.55112479381106
X6203,32-42,480,3.08348058788123
X6203,35,0,4.33654970760234
X6203,37,0,3.86083333333333
X6203,42,0,1.38696140658176
X847,25,0,3.28520806286636
X847,25-35,120,3.7975
X847,25-35,480,3.99918128654971
X847,30,0,3.98039473684211
X847,32,0,4.30402046783626
X847,32-42,120,3.21372584541063
X847,32-42,480,3.58706644144144
X847,35,0,4.63442338575281
X847,37,0,4.59429824561403
X847,42,0,0.599637681159422
X851,25,0,3.32719406906907
X851,25-35,120,3.62966190584576
X851,25-35,480,3.76974934562422
X851,30,0,3.99997076023392
X851,32,0,4.05481135951557
X851,32-42,120,2.64261019596243
X851,32-42,480,2.72729159264222
X851,35,0,4.10873538011696
X851,37,0,3.63333333333333
X851,42,0,0.0805507789592595
X8783,25,0,1.61888586956522
X8783,25-35,120,1.76988846134628
X8783,25-35,480,1.75717420297257
X8783,30,0,1.45221920289855
X8783,32,0,1.55811154528507
X8783,32-42,120,2.63774205609696
X8783,32-42,480,2.70265693029241
X8783,35,0,3.52187875375375
X8783,37,0,3.67
X8783,42,0,0.724734047885183
X8784,25,0,3.17435378313096
X8784,25-35,120,3.92179147225067
X8784,25-35,480,3.98569911392228
X8784,30,0,4.33959795321637
X8784,32,0,4.72191941545607
X8784,32-42,120,2.62867645131103
X8784,32-42,480,3.09465540495803
X8784,35,0,4.72737573099415
X8784,37,0,4.14361111111111
X8784,42,0,0.282345419598645
X8787,25,0,3.26323198198198
X8787,25-35,120,3.88162218808088
X8787,25-35,480,3.91982867433749
X8787,30,0,4.17584795321638
X8787,32,0,4.08791854344237
X8787,32-42,120,2.61136280709351
X8787,32-42,480,2.99555314391177
X8787,35,0,4.13306286549708
X8787,37,0,3.63972222222222
X8787,42,0,0.797621432484148
X8789,25,0,3.39241741741742
X8789,25-35,120,3.91492365615872
X8789,25-35,480,3.96232285433625
X8789,30,0,4.11669590643275
X8789,32,0,4.44994121801459
X8789,32-42,120,2.23244488956786
X8789,32-42,480,3.04473973068582
X8789,35,0,4.54239766081871
X8789,37,0,3.88333333333333
X8789,42,0,0.725010810654092
X8790,25,0,3.60972222222222
X8790,25-35,120,4.07819325898107
X8790,25-35,480,4.28768583198997
X8790,30,0,4.33676900584795
X8790,32,0,4.8065253895755
X8790,32-42,120,2.68940385488493
X8790,32-42,480,3.35682457038807
X8790,35,0,4.92083333333333
X8790,37,0,4.23194444444445
X8790,42,0,0.261245618082624
X8816,25,0,3.25875935979648
X8816,25-35,120,4.05385739050312
X8816,25-35,480,4.24551114934542
X8816,30,0,4.25236842105263
X8816,32,0,4.72482648217804
X8816,32-42,120,3.33123535151745
X8816,32-42,480,4.50342162664543
X8816,35,0,4.94816919191919
X8816,37,0,4.67452485380117
X8816,42,0,0.799264664429592
X8819,25,0,3.17131193693694
X8819,25-35,120,3.74996386707636
X8819,25-35,480,3.77172470695346
X8819,30,0,4.04464912280702
X8819,32,0,4.362227634957
X8819,32-42,120,2.64563988662539
X8819,32-42,480,3.03139010269953
X8819,35,0,4.41264619883041
X8819,37,0,3.76111111111111
X8819,42,0,0.791829578288876
X8829,25,0,3.05141622600862
X8829,25-35,120,3.32733051526262
X8829,25-35,480,3.6041618299761
X8829,30,0,3.53388888888889
X8829,32,0,3.57933822692614
X8829,32-42,120,2.66554427041835
X8829,32-42,480,3.26577822722859
X8829,35,0,4.32701023391813
X8829,37,0,4.08652777777778
X8829,42,0,0.647217127900679
X8845,25,0,3.05943375440658
X8845,25-35,120,3.09763116836016
X8845,25-35,480,3.24178301188693
X8845,30,0,3.69805555555556
X8845,32,0,3.73830213193733
X8845,32-42,120,2.17302050342865
X8845,32-42,480,2.37573735292267
X8845,35,0,3.78894736842105
X8845,37,0,3.60861111111111
X8845,42,0,1.01342754855695
X8848,25,0,3.30143581081081
X8848,25-35,120,3.7636168013353
X8848,25-35,480,3.90099970999822
X8848,30,0,3.94777777777778
X8848,32,0,4.10768708109468
X8848,32-42,120,2.86234728226567
X8848,32-42,480,2.93714895436212
X8848,35,0,4.18548976608187
X8848,37,0,4.02916666666666
X8848,42,0,1.03173863848063
X8850,25,0,3.4203490990991
X8850,25-35,120,3.7579264823034
X8850,25-35,480,3.74272400266343
X8850,30,0,4.05547514619883
X8850,32,0,4.44031876608501
X8850,32-42,120,2.45518129898722
X8850,32-42,480,3.12396047895175
X8850,35,0,4.16885964912281
X8850,37,0,3.6875
X8850,42,0,0.227249818948532
X8851,25,0,3.02923439744092
X8851,25-35,120,3.79699271651303
X8851,25-35,480,3.85425012328819
X8851,30,0,3.99801900584795
X8851,32,0,4.3623068816363
X8851,32-42,120,2.73636658542483
X8851,32-42,480,2.97410258796675
X8851,35,0,4.68644005847953
X8851,37,0,4.08916666666667
X8851,42,0,0.119872592354755
XA1,25,0,3.25520459347709
XA1,25-35,120,3.6700807057057
XA1,25-35,480,3.73416666666667
XA1,30,0,4.14979532163743
XA1,32,0,4.38011165936971
XA1,32-42,120,2.7633337500651
XA1,32-42,480,3.19181617868433
XA1,35,0,4.09469610068294
XA1,37,0,3.735
XA1,42,0,0.191832834564338
XA10,25,0,3.00520517096355
XA10,25-35,120,3.59845345345346
XA10,25-35,480,3.81888888888889
XA10,30,0,3.77888888888889
XA10,32,0,4.48473320350121
XA10,32-42,120,3.10681813128193
XA10,32-42,480,3.30363955437054
XA10,35,0,4.22885295260295
XA10,37,0,3.71694444444445
XA10,42,0,1.18918384520597
XA11,25,0,3.15388845450254
XA11,25-35,120,3.988033625731
XA11,25-35,480,3.90666666666667
XA11,30,0,4.05198099415205
XA11,32,0,4.61167748999397
XA11,32-42,120,3.16033513899048
XA11,32-42,480,3.36222939301516
XA11,35,0,4.4956370384002
XA11,37,0,3.96722222222222
XA11,42,0,0.638113179805377
XA12,25,0,2.98215554819097
XA12,25-35,120,3.28420608108108
XA12,25-35,480,3.42499436936937
XA12,30,0,3.74722222222222
XA12,32,0,4.28163004525731
XA12,32-42,120,2.85937079467357
XA12,32-42,480,3.10720633313779
XA12,35,0,3.94254273504274
XA12,37,0,3.58722222222222
XA12,42,0,0.805971728272251
XA13,25,0,2.96244059336466
XA13,25-35,120,3.72744895190286
XA13,25-35,480,3.72351448416929
XA13,30,0,3.94166666666667
XA13,32,0,4.20227339181286
XA13,32-42,120,2.78366935402132
XA13,32-42,480,3.11108420019154
XA13,35,0,3.98502331002331
XA13,37,0,3.58361111111111
XA13,42,0,0.728260869565217
XA14,25,0,3.01153645338903
XA14,25-35,120,3.7965574097943
XA14,25-35,480,3.73634863095379
XA14,30,0,3.75361111111111
XA14,32,0,4.37894736842105
XA14,32-42,120,2.83687702986185
XA14,32-42,480,3.32344553792923
XA14,35,0,4.19688090418354
XA14,37,0,3.75138888888889
XA14,42,0,0.299139492753623
XA15,25,0,3.18904272722504
XA15,25-35,120,3.82791889966759
XA15,25-35,480,3.81501895420191
XA15,30,0,4.06413742690059
XA15,32,0,4.55406432748538
XA15,32-42,120,2.92990020034311
XA15,32-42,480,3.35224695918563
XA15,35,0,4.51167034719666
XA15,37,0,3.96083333333333
XA15,42,0,0.988677536231885
XA16,25,0,3.11180313239953
XA16,25-35,120,3.8841631428593
XA16,25-35,480,4.02143660692352
XA16,30,0,3.87222222222222
XA16,32,0,4.64250730994152
XA16,32-42,120,3.21693276831629
XA16,32-42,480,3.66109797297297
XA16,35,0,4.62270948853135
XA16,37,0,4.43932748538011
XA16,42,0,0.682971014492754
XA17,25,0,3.07308213615172
XA17,25-35,120,3.75637028996977
XA17,25-35,480,3.88922360824823
XA17,30,0,3.805
XA17,32,0,4.59179093567251
XA17,32-42,120,2.86543047514595
XA17,32-42,480,3.38398200308074
XA17,35,0,4.41670500552079
XA17,37,0,4.01861111111111
XA17,42,0,0.914175724637681
XA18,25,0,2.90348873328428
XA18,25-35,120,3.58655329504302
XA18,25-35,480,3.64588415288813
XA18,30,0,3.68111111111111
XA18,32,0,4.2566081871345
XA18,32-42,120,2.66426782274843
XA18,32-42,480,3.11375594834124
XA18,35,0,4.21387529137529
XA18,37,0,3.7675
XA18,42,0,0.626811594202899
XA19,25,0,2.90576993859892
XA19,25-35,120,3.27120554552788
XA19,25-35,480,3.45792613447676
XA19,30,0,3.63638888888889
XA19,32,0,3.88694444444445
XA19,32-42,120,2.44871876324459
XA19,32-42,480,2.90496267307428
XA19,35,0,3.74374514374514
XA19,37,0,3.17947447447447
XA19,42,0,0.856431159420291
XA2,25,0,3.37849115491037
XA2,25-35,120,3.98861111111111
XA2,25-35,480,4.07144005847953
XA2,30,0,4.30818713450292
XA2,32,0,4.7398930657622
XA2,32-42,120,3.33665553603734
XA2,32-42,480,3.64216071978582
XA2,35,0,4.72531872367399
XA2,37,0,4.24854532163742
XA2,42,0,0.725606958650312
XA20,25,0,2.94464258509104
XA20,25-35,120,3.299106517057
XA20,25-35,480,3.42978637812352
XA20,30,0,3.72
XA20,32,0,3.92862573099415
XA20,32-42,120,2.80127706553939
XA20,32-42,480,3.10733160087985
XA20,35,0,3.88936006853522
XA20,37,0,3.595
XA20,42,0,0.659873188405796
XA21,25,0,3.14566599659276
XA21,25-35,120,3.81390854306583
XA21,25-35,480,3.9310482660854
XA21,30,0,3.995
XA21,32,0,4.61312134502924
XA21,32-42,120,2.92767726868931
XA21,32-42,480,3.50262950450451
XA21,35,0,4.58300873103505
XA21,37,0,4.1949634502924
XA21,42,0,0.827898550724636
XA22,25,0,3.00182834627352
XA22,25-35,120,3.73908007899359
XA22,25-35,480,3.90073795026102
XA22,30,0,3.9871783625731
XA22,32,0,4.20038742690059
XA22,32-42,120,2.66825557348529
XA22,32-42,480,3.17919685990338
XA22,35,0,4.02510233918129
XA22,37,0,3.84888888888889
XA22,42,0,0.174592391304348
XA23,25,0,3.15478373760128
XA23,25-35,120,3.86919350036557
XA23,25-35,480,3.92248902235806
XA23,30,0,3.88998015873016
XA23,32,0,4.23697368421053
XA23,32-42,120,2.72267705369626
XA23,32-42,480,3.34635805654862
XA23,35,0,4.5406621886885
XA23,37,0,3.99472222222222
XA23,42,0,0.365942028985507
XA24,25,0,3.25976443146203
XA24,25-35,120,3.69240152998124
XA24,25-35,480,3.76087351229259
XA24,30,0,4.03888888888889
XA24,32,0,4.28804824561404
XA24,32-42,120,2.77094741804067
XA24,32-42,480,3.27453845016216
XA24,35,0,4.15199845468594
XA24,37,0,3.95926169590643
XA24,42,0,1.15760869565217
XA25,25,0,2.96942403378482
XA25,25-35,120,3.43269707207207
XA25,25-35,480,3.52676989489489
XA25,30,0,3.56777777777778
XA25,32,0,3.8711403508772
XA25,32-42,120,2.63814310697586
XA25,32-42,480,2.89202170364999
XA25,35,0,3.8581868069699
XA25,37,0,3.55509572072072
XA25,42,0,0.192987936375467
XA26,25,0,3.14101410362327
XA26,25-35,120,3.87972222222222
XA26,25-35,480,3.86611111111111
XA26,30,0,4.03805555555556
XA26,32,0,4.55438596491228
XA26,32-42,120,2.82035463915496
XA26,32-42,480,3.32257882882883
XA26,35,0,4.27595412628307
XA26,37,0,3.92833333333333
XA26,42,0,0.214689321203593
XA27,25,0,3.2309874831163
XA27,25-35,120,3.86916666666667
XA27,25-35,480,3.98494883040936
XA27,30,0,3.94666666666667
XA27,32,0,4.65171783625731
XA27,32-42,120,2.81833539626429
XA27,32-42,480,3.2838318481525
XA27,35,0,4.50606643356643
XA27,37,0,4.22638888888889
XA27,42,0,0.889157160777221
XA28,25,0,2.98192196743271
XA28,25-35,120,3.52439376876877
XA28,25-35,480,3.72416666666667
XA28,30,0,3.77111111111111
XA28,32,0,3.97732456140351
XA28,32-42,120,2.59339784411284
XA28,32-42,480,2.81330613135229
XA28,35,0,3.86602398732745
XA28,37,0,3.66944444444444
XA28,42,0,0.900359151445237
XA29,25,0,3.21355641584721
XA29,25-35,120,3.70771959459459
XA29,25-35,480,3.745
XA29,30,0,3.89333333333333
XA29,32,0,4.35644736842105
XA29,32-42,120,2.75442723055027
XA29,32-42,480,3.04254936412729
XA29,35,0,3.98952348624446
XA29,37,0,3.87027777777778
XA29,42,0,0.372866856694794
XA3,25,0,2.90696794870579
XA3,25-35,120,3.52810623123123
XA3,25-35,480,3.71027777777778
XA3,30,0,3.845
XA3,32,0,4.39979082832772
XA3,32-42,120,3.14618518970371
XA3,32-42,480,3.67554343276392
XA3,35,0,4.25674968306547
XA3,37,0,4.03948830409357
XA3,42,0,0.98102559240161
XA30,25,0,3.23677349149985
XA30,25-35,120,3.84833333333333
XA30,25-35,480,3.73861111111111
XA30,30,0,4.10010964912281
XA30,32,0,4.59930555555556
XA30,32-42,120,2.81015475815679
XA30,32-42,480,3.34925863363364
XA30,35,0,4.12183290393817
XA30,37,0,3.79805555555556
XA30,42,0,0.758429316132642
XA31,25,0,3.36527535996695
XA31,25-35,120,4.18510964912281
XA31,25-35,480,4.23359649122807
XA31,30,0,4.50712719298246
XA31,32,0,4.81363304093567
XA31,32-42,120,2.99515306946403
XA31,32-42,480,3.41281156156156
XA31,35,0,4.60446749887539
XA31,37,0,4.05388888888889
XA31,42,0,0.467319531169353
XA32,25,0,3.01274022627306
XA32,25-35,120,3.76472222222222
XA32,25-35,480,3.80555555555556
XA32,30,0,3.93222222222222
XA32,32,0,4.24445175438597
XA32,32-42,120,2.73733034013446
XA32,32-42,480,3.33066066066066
XA32,35,0,4.44249151433362
XA32,37,0,3.97166666666667
XA32,42,0,0.821169380335063
XA33,25,0,3.25312312312312
XA33,25-35,120,3.81222222222222
XA33,25-35,480,3.94694444444444
XA33,30,0,4.28147660818713
XA33,32,0,4.51692251461988
XA33,32-42,120,2.95718599033817
XA33,32-42,480,3.21932019358775
XA33,35,0,4.56834795321637
XA33,37,0,3.85666666666666
XA33,42,0,0.68761220558102
XA34,25,0,3.06517658963311
XA34,25-35,120,3.79472222222223
XA34,25-35,480,3.88873538011696
XA34,30,0,4.03055555555556
XA34,32,0,4.24554093567252
XA34,32-42,120,2.9600119820542
XA34,32-42,480,3.34310623123123
XA34,35,0,4.6703216374269
XA34,37,0,3.98194444444444
XA34,42,0,0.491447696342647
XA35,25,0,3.07562793772033
XA35,25-35,120,3.74722222222222
XA35,25-35,480,3.87555555555555
XA35,30,0,3.99
XA35,32,0,4.35833333333333
XA35,32-42,120,2.66284785992448
XA35,32-42,480,3.23019202642314
XA35,35,0,4.33429093567251
XA35,37,0,3.91277777777778
XA35,42,0,0.761569973786051
XA36,25,0,3.35550863363363
XA36,25-35,120,3.83083333333333
XA36,25-35,480,3.80805555555556
XA36,30,0,4.01432748538012
XA36,32,0,4.4755701754386
XA36,32-42,120,2.72727986875249
XA36,32-42,480,3.21227346720901
XA36,35,0,4.67463450292398
XA36,37,0,3.89305555555556
XA36,42,0,0.873277846787709
XA37,25,0,3.14673097010054
XA37,25-35,120,3.26039112482047
XA37,25-35,480,3.6975
XA37,30,0,3.79361111111111
XA37,32,0,4.11247807017544
XA37,32-42,120,2.74530216593699
XA37,32-42,480,2.95500933327233
XA37,35,0,4.18097953216374
XA37,37,0,3.75222222222222
XA37,42,0,0.759975375401646
XA38,25,0,3.29349099099099
XA38,25-35,120,3.87583333333333
XA38,25-35,480,3.89444444444445
XA38,30,0,4.20109649122807
XA38,32,0,4.52527046783626
XA38,32-42,120,3.06142427665397
XA38,32-42,480,3.34686292270531
XA38,35,0,4.67854532163743
XA38,37,0,4.14777777777778
XA38,42,0,0.585269908083552
XA39,25,0,3.23340277777778
XA39,25-35,120,3.87361111111111
XA39,25-35,480,3.98916666666667
XA39,30,0,4.04166666666667
XA39,32,0,4.47666666666667
XA39,32-42,120,2.66979153119961
XA39,32-42,480,3.14950775465513
XA39,35,0,4.48813596491228
XA39,37,0,3.76388888888889
XA39,42,0,0.648739725554257
XA4,25,0,3.08535742565534
XA4,25-35,120,3.77916666666667
XA4,25-35,480,3.75555555555556
XA4,30,0,3.98222222222222
XA4,32,0,4.49940062792029
XA4,32-42,120,2.90925126302082
XA4,32-42,480,3.37462016034179
XA4,35,0,4.09993763260834
XA4,37,0,3.64277777777778
XA4,42,0,0.764745752389108
XA40,25,0,3.14964420942682
XA40,25-35,120,3.91944444444444
XA40,25-35,480,3.92534946236559
XA40,30,0,4.07190058479532
XA40,32,0,4.60434941520468
XA40,32-42,120,2.96502684749968
XA40,32-42,480,3.39786223723724
XA40,35,0,4.80555555555556
XA40,37,0,4.16166666666667
XA40,42,0,0.744565217391304
XA41,25,0,3.18796921921922
XA41,25-35,120,3.91722222222222
XA41,25-35,480,3.9625
XA41,30,0,4.03722222222222
XA41,32,0,4.63834064327486
XA41,32-42,120,3.18448671497585
XA41,32-42,480,3.54843093093093
XA41,35,0,4.70361842105263
XA41,37,0,4.00138888888889
XA41,42,0,0.91779891304348
XA42,25,0,2.97554347826087
XA42,25-35,120,3.76527777777778
XA42,25-35,480,3.93833333333333
XA42,30,0,4.12720029239766
XA42,32,0,4.37920321637427
XA42,32-42,120,2.73777173913043
XA42,32-42,480,3.1738416405536
XA42,35,0,4.59265350877193
XA42,37,0,3.81888888888889
XA42,42,0,0.939764492753622
XA43,25,0,2.91938405797102
XA43,25-35,120,3.52604166666667
XA43,25-35,480,3.64191441441441
XA43,30,0,3.88833333333333
XA43,32,0,4.0640716374269
XA43,32-42,120,2.74252717391304
XA43,32-42,480,3.22386856965662
XA43,35,0,4.30508040935673
XA43,37,0,3.81222222222223
XA43,42,0,1.04551630434783
XA44,25,0,3.11111927144536
XA44,25-35,120,3.78611111111111
XA44,25-35,480,3.82194444444444
XA44,30,0,3.96333333333333
XA44,32,0,4.27918128654971
XA44,32-42,120,2.95153985507246
XA44,32-42,480,3.43396894176786
XA44,35,0,4.64038742690058
XA44,37,0,4.15
XA44,42,0,0.329710144927536
XA45,25,0,3.06111274317796
XA45,25-35,120,3.5762743993994
XA45,25-35,480,3.73833333333333
XA45,30,0,3.87
XA45,32,0,4.28666666666667
XA45,32-42,120,2.95688707729469
XA45,32-42,480,3.06305490272882
XA45,35,0,4.35380116959064
XA45,37,0,3.95333333333333
XA45,42,0,1.10195652173913
XA46,25,0,3.0770723168821
XA46,25-35,120,3.6691722972973
XA46,25-35,480,3.85138888888889
XA46,30,0,4.00194444444445
XA46,32,0,4.22018274853801
XA46,32-42,120,2.99412455934195
XA46,32-42,480,3.49109234234234
XA46,35,0,4.46070906432749
XA46,37,0,4.08027777777778
XA46,42,0,1.22848731884058
XA47,25,0,3.00249094202899
XA47,25-35,120,3.52383445945946
XA47,25-35,480,3.67638888888889
XA47,30,0,3.95
XA47,32,0,4.09602339181287
XA47,32-42,120,3.13716093811202
XA47,32-42,480,3.21951503133568
XA47,35,0,4.44206871345029
XA47,37,0,3.695
XA47,42,0,0.351449275362319
XA48,25,0,3.28106231231231
XA48,25-35,120,3.92111111111111
XA48,25-35,480,3.97555555555556
XA48,30,0,4.38395467836257
XA48,32,0,4.38597953216374
XA48,32-42,120,3.13179347826087
XA48,32-42,480,3.45278153153153
XA48,35,0,4.62426900584795
XA48,37,0,4.28454678362573
XA48,42,0,0.848958333333333
XA49,25,0,3.38339902402402
XA49,25-35,120,3.73389125981564
XA49,25-35,480,3.86058590341793
XA49,30,0,4.15987573099415
XA49,32,0,4.56754812149037
XA49,32-42,120,3.04235278709655
XA49,32-42,480,3.44561062641679
XA49,35,0,4.56122076023392
XA49,37,0,4.28861111111111
XA49,42,0,0.851647013705471
XA5,25,0,2.98765604233909
XA5,25-35,120,3.58799737237237
XA5,25-35,480,3.66136073573573
XA5,30,0,3.78666666666667
XA5,32,0,4.37401004822099
XA5,32-42,120,3.0370889520003
XA5,32-42,480,3.36050657700862
XA5,35,0,4.26216496953339
XA5,37,0,3.82694444444445
XA5,42,0,0.917095784102389
XA50,25,0,3.24338400900901
XA50,25-35,120,3.97326533515421
XA50,25-35,480,3.94090370243921
XA50,30,0,4.18252192982456
XA50,32,0,4.49782950513935
XA50,32-42,120,3.14733430111099
XA50,32-42,480,3.34653709957787
XA50,35,0,4.74122807017544
XA50,37,0,4.31727339181286
XA50,42,0,1.0759490698685
XA51,25,0,3.10196949667058
XA51,25-35,120,3.46332044638527
XA51,25-35,480,3.76890520086491
XA51,30,0,4.01722222222222
XA51,32,0,4.23839879087727
XA51,32-42,120,2.81140273960362
XA51,32-42,480,3.16959905684336
XA51,35,0,4.37151315789474
XA51,37,0,4.22451754385965
XA51,42,0,0.92610290587729
XA52,25,0,3.38856043543544
XA52,25-35,120,3.96936572967642
XA52,25-35,480,4.17520940025037
XA52,30,0,4.32323830409357
XA52,32,0,4.64924477030836
XA52,32-42,120,3.07620961195766
XA52,32-42,480,3.40646684496036
XA52,35,0,4.80391081871345
XA52,37,0,4.11916666666667
XA52,42,0,0.724097936556049
XA53,25,0,3.22377064564565
XA53,25-35,120,3.78417577102538
XA53,25-35,480,3.89755566936004
XA53,30,0,4.13982456140351
XA53,32,0,4.08152829519966
XA53,32-42,120,2.86628437279083
XA53,32-42,480,3.33884873385937
XA53,35,0,4.4136769005848
XA53,37,0,3.86055555555556
XA53,42,0,0.904734792756214
XA54,25,0,3.1361204954955
XA54,25-35,120,3.38218829746442
XA54,25-35,480,3.58731172278458
