Genotype,Temp,Frequency,tindex,t1,t2,t3,t4,t5,t6,t7,t8,growthrate,R2,Genot
10939,30,0,55,0,36.5,97,125.5,187.5,211,NA,NA,3.7675,0.998095808017586,X10939
10939,30,0,55,0,35.5,97.5,123,180,202.5,NA,NA,3.60916666666667,0.996328036857835,X10939
10939,32,0,64,0,26,100,130,190.5,224,NA,NA,4.00180949129396,0.99919464827336,X10939
10939,32,0,55,0,29,104,130,187,210,NA,NA,3.81,0.993313538514247,X10939
10939,32,0,55,0,28,84,108,167,192,NA,NA,3.43833333333333,0.999543161813495,X10939
10939,32-42,120,63,0,19,76,102,145.5,165.5,208,222,2.82321567309913,0.994583058319369,X10939
10939,32-42,120,55,NA,NA,0,23,61.5,81.5,129.5,149,2.65916666666667,0.998241609520611,X10939
10939,32-42,120,55,0,21.5,53.5,70,97.5,110,131.5,140.5,1.74320652173913,0.985768873205865,X10939
10939,32-42,480,64,0,21,75,97,143,166,206,221,2.82186941346727,0.997349293168252,X10939
10939,32-42,480,55,0,21.5,65,87,123.5,139,175,192,2.38926630434783,0.996360746682072,X10939
10939,32-42,480,55,0,23.5,69.5,90.5,128.5,147.5,188,203,2.5366847826087,0.997310483675967,X10939
10939,35,0,55,0,34.5,96.5,121.5,174.5,197,NA,NA,3.50666666666667,0.995110481076459,X10939
10939,35,0,55,0,31.5,100,127,181,NA,NA,NA,3.80975877192982,0.995545827955331,X10939
10939,35,0,55,0,32.5,91,119.5,176.5,199,NA,NA,3.56916666666667,0.998357489632232,X10939
10939,37,0,55,0,30,86.5,112.5,159,179,225,NA,3.10824887387387,0.995204403814629,X10939
10939,37,0,55,0,27,81,103,149.5,171,218.5,NA,3.01168355855856,0.998198001877869,X10939
10939,37,0,55,0,30,84.5,108,154,174.5,221.5,NA,3.0423704954955,0.99656984184087,X10939
10939,42,0,63,0,4.5,16,21,27.5,31.5,38.5,42,0.518425970644437,0.987771312004683,X10939
10939,42,0,55,0,3,6,6,6,6,9,13,0.120923913043478,0.80973638332717,X10939
10939,42,0,55,0,5,12.5,16,20,22,24,25,0.304347826086956,0.921531471450956,X10939
10941,25,0,55,0,24,77,103,153.5,177.5,222.5,NA,3.12668918918919,0.999072342489784,X10941
10941,25,0,55,0,23,77,103,152,175.5,218.5,237.5,3.0101902173913,0.997395827576495,X10941
10941,25,0,55,0,25,81.5,106.5,156.5,180,227,246,3.10461956521739,0.99782453490483,X10941
10941,25-35,120,63,0,25,95,128,193,226,NA,NA,4.05851826561967,0.999798717974199,X10941
10941,25-35,120,55,0,21.5,88,116,179,206.5,NA,NA,3.76833333333333,0.998369002500586,X10941
10941,25-35,120,55,0,28.5,93,122.5,182,206,NA,NA,3.73166666666667,0.998653986978246,X10941
10941,25-35,480,63,0,24,96,129.5,192.5,223.5,NA,NA,4.03506316148856,0.9995375660593,X10941
10941,25-35,480,55,0,28,97.5,129.5,196.5,224.5,NA,NA,4.07666666666667,0.999241215725251,X10941
10941,25-35,480,55,0,27.5,97,129.5,196,219,NA,NA,4.01333333333333,0.997979889287774,X10941
10941,30,0,55,0,31.5,105.5,141,205.5,234,NA,NA,4.23916666666667,0.998280028826979,X10941
10941,30,0,55,0,33,98,130,191,217.5,NA,NA,3.9075,0.998954561721417,X10941
10941,30,0,55,0,39.5,107.5,141.5,202.5,230.5,NA,NA,4.10416666666667,0.997259237090904,X10941
10941,32,0,64,0,22.5,103,137,204,NA,NA,NA,4.33181085437937,0.998137178659813,X10941
10941,32,0,55,0,33,113.5,148.5,220,NA,NA,NA,4.63541666666667,0.998957176977159,X10941
10941,32,0,55,0,31,101,133.5,199.5,NA,NA,NA,4.18311403508772,0.999698666519206,X10941
10941,32-42,120,63,0,19.5,89,120.5,180.5,211,NA,NA,3.82570843291226,0.99900141146062,X10941
10941,32-42,120,55,0,23,72.5,99,155,177.5,235,NA,3.26801801801802,0.998924358963009,X10941
10941,32-42,120,55,0,20,67,93.5,149.5,171.5,225.5,NA,3.16554054054054,0.998180943348715,X10941
10941,32-42,480,64,0,19.5,88,119.5,181,211,NA,NA,3.82970297029703,0.999038886620172,X10941
10941,32-42,480,55,0,25,91,122.5,184,209.5,NA,NA,3.82166666666667,0.998735079110993,X10941
10941,32-42,480,55,0,24,84.5,116,182,206.5,NA,NA,3.77833333333333,0.998236439945206,X10941
10941,35,0,55,0,39,124.5,162.5,NA,NA,NA,NA,5.13125,0.99933490524068,X10941
10941,35,0,55,0,35.5,124.5,163,NA,NA,NA,NA,5.1875,0.997847482932062,X10941
10941,35,0,55,0,36.5,124,161.5,NA,NA,NA,NA,5.13125,0.998357242360473,X10941
10941,37,0,55,0,33.5,114.5,153,230,NA,NA,NA,4.83662280701754,0.999439680962012,X10941
10941,37,0,55,0,30.5,108,144,219.5,NA,NA,NA,4.6156798245614,0.999049674941083,X10941
10941,37,0,55,0,32.5,113.5,148,217.5,NA,NA,NA,4.59320175438596,0.998407016504133,X10941
10941,42,0,63,0,7,18.5,25.5,35,42.5,52.5,57.5,0.712061398903891,0.997425982174146,X10941
10941,42,0,55,0,6,17,23,32,36,43,48.5,0.594429347826087,0.991115041403084,X10941
10941,42,0,55,0,4,13,18.5,27,33,49,56,0.690896739130435,0.980951423097389,X10941
10942,25,0,55,0,22.5,68.5,92.5,146.5,169,210.5,229.5,2.9273097826087,0.997962657128009,X10942
10942,25,0,55,0,22,74.5,100,144.5,166,212,233.5,2.92798913043478,0.998818177374972,X10942
10942,25,0,55,0,26,77,102.5,148,169.5,214,NA,2.9736768018018,0.998350807473537,X10942
10942,25-35,120,63,0,23.5,87,115,170,198.5,244,NA,3.44402570336923,0.998034317148421,X10942
10942,25-35,120,55,0,26,73.5,97,143,163,208,NA,2.87823761261261,0.999138096154008,X10942
10942,25-35,120,55,0,24.5,83,110,160,180,NA,NA,3.27416666666667,0.997101065247844,X10942
10942,25-35,480,63,0,24,91,120,177,206,NA,NA,3.69668828951861,0.999521189325341,X10942
10942,25-35,480,55,0,26.5,87,115,167,192.5,NA,NA,3.46333333333333,0.998686851161042,X10942
10942,25-35,480,55,0,31,93.5,122.5,179.5,204.5,NA,NA,3.67166666666667,0.998645150999028,X10942
10942,30,0,55,0,30.5,93,122.5,174.5,200.5,NA,NA,3.58833333333333,0.997586865832324,X10942
10942,30,0,55,0,32,98,126.5,184,208,NA,NA,3.74083333333333,0.997288675248856,X10942
10942,30,0,55,0,31,92,118.5,171.5,195,NA,NA,3.49,0.997371744906493,X10942
10942,32,0,64,0,27,98.5,130,195,223.5,NA,NA,4.02703994537385,0.999598588963317,X10942
10942,32,0,55,0,30,97,124.5,190,214,NA,NA,3.87583333333333,0.998653667434383,X10942
10942,32,0,55,0,30,92.5,120.5,177,NA,NA,NA,3.70339912280702,0.999178970788852,X10942
10942,32-42,120,63,0,21.5,83.5,112,165.5,191,241.5,NA,3.38938867662383,0.999127105076605,X10942
10942,32-42,120,55,0,28.5,65,84,124,140,176,191.5,2.36073369565217,0.996696604671731,X10942
10942,32-42,120,55,0,22,67.5,93.5,145,166,216,NA,3.01844031531532,0.999356829135162,X10942
10942,32-42,480,64,0,16.5,76,102,157,186.5,237,NA,3.35211879124696,0.999118203805553,X10942
10942,32-42,480,55,0,24,70,93,148,170,215,NA,3.02167792792793,0.998961884812438,X10942
10942,32-42,480,55,0,25.5,83,110,162.5,185,NA,NA,3.345,0.998875777437418,X10942
10942,35,0,55,0,37.5,110,141,202,NA,NA,NA,4.22203947368421,0.996826411256191,X10942
10942,35,0,55,0,36,111.5,143.5,207,NA,NA,NA,4.34265350877193,0.997573419826879,X10942
10942,35,0,55,0,36.5,111.5,145.5,210,NA,NA,NA,4.40350877192982,0.998253393472575,X10942
10942,37,0,55,0,33,106.5,137.5,206,NA,NA,NA,4.30975877192982,0.99938588910544,X10942
10942,37,0,55,0,31.5,105,132,195.5,219,NA,NA,3.96666666666667,0.996314566593031,X10942
10942,37,0,55,0,30.5,104,138,205,233.5,NA,NA,4.235,0.99885514344072,X10942
10942,42,0,63,0,4,26,34.5,48.5,55,68,75.5,0.953982319467485,0.992062240560864,X10942
10942,42,0,55,0,8,20,25,34,39.5,47,49.5,0.613451086956522,0.983089437379492,X10942
10942,42,0,55,0,7.5,23,31,45,53.5,67.5,76,0.94429347826087,0.999678547266488,X10942
10943,25,0,55,0,25.5,84.5,113.5,163.5,188,230,NA,3.25168918918919,0.995773709354988,X10943
10943,25,0,55,0,25,81.5,108,160,185.5,237,NA,3.30546171171171,0.999655753278914,X10943
10943,25,0,55,0,27.5,82,107.5,158.5,181,225.5,NA,3.15230855855856,0.997900877905898,X10943
10943,25-35,120,63,0,25.5,99,134,201.5,236,NA,NA,4.24383748719699,0.999723973752547,X10943
10943,25-35,120,55,0,27,96,130,186,212,NA,NA,3.855,0.997026698180496,X10943
10943,25-35,120,55,0,25,81,106,157,184,NA,NA,3.28833333333333,0.999648160870096,X10943
10943,25-35,480,63,0,25,103.5,138.5,202,230.5,NA,NA,4.18938204165244,0.998111085446786,X10943
10943,25-35,480,55,0,25.5,96,126.5,190,216,NA,NA,3.94166666666667,0.998314965339618,X10943
10943,25-35,480,55,0,28,92.5,123,174,200,NA,NA,3.60083333333333,0.996962310044199,X10943
10943,30,0,55,0,32.5,103.5,137.5,199,224.5,NA,NA,4.06333333333333,0.997412139502281,X10943
10943,30,0,55,0,34,106.5,137,203.5,NA,NA,NA,4.25274122807018,0.999167450662621,X10943
10943,30,0,55,0,31.5,102,135.5,196.5,224,NA,NA,4.04416666666667,0.998186622685448,X10943
10943,32,0,64,0,24,110,144.5,209,NA,NA,NA,4.46097528210639,0.996479603945763,X10943
10943,32,0,55,0,33,113.5,146.5,209.5,NA,NA,NA,4.43804824561404,0.996220565581125,X10943
10943,32,0,55,0,29.5,99.5,131,191.5,217,NA,NA,3.93416666666667,0.997839779543747,X10943
10943,32-42,120,63,0,22.5,87.5,120,173,195.5,236.5,251,3.21747894924721,0.988837416373179,X10943
10943,32-42,120,55,0,22,68,92,143,166.5,214,235.5,2.98029891304348,0.999641183016487,X10943
10943,32-42,120,55,0,17.5,62,85,128.5,147.5,192.5,208.5,2.65896739130435,0.999210908730311,X10943
10943,32-42,480,64,0,19.5,81,109,162,188,230,245,3.17802417638546,0.995297559593372,X10943
10943,32-42,480,55,0,26,86.5,114,164.5,183.5,224,NA,3.16666666666667,0.992102831921963,X10943
10943,32-42,480,55,0,23,62.5,87.5,134.5,153.5,198,218.5,2.74660326086957,0.999438165701438,X10943
10943,35,0,55,0,37.5,118.5,153.5,216.5,NA,NA,NA,4.56798245614035,0.995658993867496,X10943
10943,35,0,55,0,40,119.5,154,NA,NA,NA,NA,4.84375,0.998995470257185,X10943
10943,35,0,55,0,34.5,114.5,148,213,NA,NA,NA,4.49561403508772,0.997190544613461,X10943
10943,37,0,55,0,34,89,120,179,204,NA,NA,3.64,0.999124277214447,X10943
10943,37,0,55,0,28.5,103,133,193,218,NA,NA,3.96416666666667,0.996097123668911,X10943
10943,37,0,55,0,27,94,123,175,194,NA,NA,3.545,0.993158973626217,X10943
10943,42,0,63,0,4.5,21,32.5,53,65,86,95,1.22900699241963,0.993573183962845,X10943
10943,42,0,55,0,7,22,29.5,42.5,49,62,69,0.858695652173913,0.998977131691324,X10943
10943,42,0,55,0,5,24,32.5,46,52,65.5,73,0.919157608695652,0.994974874827398,X10943
10946,25,0,55,0,24.5,81.5,105.5,156.5,180.5,229.5,NA,3.20185810810811,0.999149401610258,X10946
10946,25,0,55,0,23,76,102,151.5,176,224.5,245,3.09850543478261,0.999322077440736,X10946
10946,25,0,55,0,13.5,64.5,90,146.5,171,218,236.5,3.08423913043478,0.997045157966678,X10946
10946,25-35,120,63,0,28,103,137,198,226,NA,NA,4.07702287470126,0.998168910091263,X10946
10946,25-35,120,55,0,28.5,96.5,128,188,211.5,NA,NA,3.84916666666667,0.99765710068549,X10946
10946,25-35,120,55,0,28,89,117.5,178,207,NA,NA,3.7125,0.999905534542239,X10946
10946,25-35,480,63,0,25,101,136.5,197,223,NA,NA,4.06203482417207,0.997280378233173,X10946
10946,25-35,480,55,0,29.5,96,122,177.5,200.5,NA,NA,3.61583333333333,0.996418097004797,X10946
10946,25-35,480,55,0,30,95.5,122.5,177.5,202.5,NA,NA,3.63666666666667,0.997347131254912,X10946
10946,30,0,55,0,34.5,106.5,137.5,201.5,227,NA,NA,4.09166666666667,0.997464513538463,X10946
10946,30,0,55,0,29.5,100,132,189,215,NA,NA,3.89083333333333,0.996822026870128,X10946
10946,30,0,55,0,33,106.5,139.5,199,225.5,NA,NA,4.06916666666667,0.996302649969631,X10946
10946,32,0,64,0,29,116,154,218.5,NA,NA,NA,4.64434443847394,0.99665857488261,X10946
10946,32,0,55,0,33,114,143,209,NA,NA,NA,4.40679824561404,0.996371629742082,X10946
10946,32,0,55,0,31,101,129,194,220,NA,NA,3.97166666666667,0.998562941660181,X10946
10946,32-42,120,63,0,22,89.5,122,171.5,195.5,235.5,251,3.20481700018899,0.988011938026948,X10946
10946,32-42,120,55,0,21,68,93,137,156,197.5,216.5,2.7289402173913,0.998438587637818,X10946
10946,32-42,120,55,0,22.5,70,95,142,163,211.5,227.5,2.88926630434783,0.999074554802042,X10946
10946,32-42,480,64,0,19.5,80,107,157.5,184,223,240,3.09410913424704,0.995342949387563,X10946
10946,32-42,480,55,0,22,67.5,89.5,137.5,156.5,194,214.5,2.69904891304348,0.998053515138845,X10946
10946,32-42,480,55,0,22.5,79,105,155,177.5,223.5,NA,3.14456644144144,0.998302159077025,X10946
10946,35,0,55,0,36,115,147.5,212.5,NA,NA,NA,4.46929824561404,0.997155035717916,X10946
10946,35,0,55,0,32.5,112,143,203,227,NA,NA,4.12083333333333,0.992949864232786,X10946
10946,35,0,55,0,36.5,118,150.5,209,NA,NA,NA,4.42598684210526,0.992416637786241,X10946
10946,37,0,55,0,32,105,137.5,193.5,220,NA,NA,3.96666666666667,0.995246019846906,X10946
10946,37,0,55,0,33.5,104,131,190,214.5,NA,NA,3.85166666666667,0.995922371318726,X10946
10946,37,0,55,0,32,104,133,190,212,NA,NA,3.83833333333333,0.993875148336984,X10946
10946,42,0,63,0,5.5,23.5,32.5,50.5,60,78.5,89,1.11894462759591,0.998202887475162,X10946
10946,42,0,55,0,6,20,28.5,41.5,47,61,68,0.851902173913043,0.999083718400358,X10946
10946,42,0,55,0,4.5,22,31,45.5,52,67.5,74,0.94633152173913,0.997844652241899,X10946
10948,25,0,55,0,23.5,78.5,103,148.5,171.5,215,237.5,2.96875,0.998042452636412,X10948
10948,25,0,55,0,18.5,69.5,95.5,146,168,212.5,NA,3.01646959459459,0.998779278983415,X10948
10948,25,0,55,0,26.5,76.5,101,150,172,219,237.5,2.98573369565217,0.998794989266091,X10948
10948,25-35,120,63,0,26,99,131,199.5,232,NA,NA,4.17176510754524,0.99979809687276,X10948
10948,25-35,120,55,0,21.5,79,104,151.5,172,215,235,2.96535326086957,0.996183384809184,X10948
10948,25-35,120,55,0,25,78.5,105.5,155,176,NA,NA,3.18166666666667,0.998802694793401,X10948
10948,25-35,480,63,0,22,85,112.5,164.5,187,237.5,NA,3.32068426536992,0.998236298138392,X10948
10948,25-35,480,55,0,27.5,90.5,117,168,190.5,234.5,NA,3.2919481981982,0.994360633953583,X10948
10948,25-35,480,55,0,24.5,93,121,169,193.5,NA,NA,3.50833333333333,0.993552144140099,X10948
10948,30,0,55,0,32.5,94.5,119,173.5,198,NA,NA,3.52583333333333,0.997194791441689,X10948
10948,30,0,55,0,34.5,105.5,133.5,191.5,218,NA,NA,3.89833333333333,0.995968024778519,X10948
10948,30,0,55,NA,NA,0,25.5,99.5,130,186.5,211,3.85416666666667,0.994994558036935,X10948
10948,32,0,64,0,28.5,105.5,137,198.5,233,NA,NA,4.15373847729601,0.998852815285422,X10948
10948,32,0,55,0,31,110.5,141.5,203,NA,NA,NA,4.30756578947368,0.995696915878694,X10948
10948,32,0,55,0,27.5,90.5,114,166.5,190,NA,NA,3.41416666666667,0.997012295234204,X10948
10948,32-42,120,63,0,22,91,124,186.5,210.5,256,NA,3.66919069121223,0.994797028482297,X10948
10948,32-42,120,55,0,21,63,85.5,132,153,194,212,2.68817934782609,0.999254221913905,X10948
10948,32-42,120,55,0,19,54,77.5,124,141.5,181.5,196.5,2.51902173913043,0.997837886287745,X10948
10948,32-42,480,64,0,19,79.5,108,161.5,186,232,NA,3.2903438693991,0.998287227815935,X10948
10948,32-42,480,55,0,26,82.5,108,155,170.5,210,228,2.85190217391304,0.990662928160367,X10948
10948,32-42,480,55,0,20,65.5,89.5,138,162.5,213,228.5,2.93070652173913,0.998879833579569,X10948
10948,35,0,55,0,36.5,116.5,145.5,204,NA,NA,NA,4.30372807017544,0.992051455191735,X10948
10948,35,0,55,0,37.5,116.5,145.5,201,NA,NA,NA,4.24122807017544,0.989837932916782,X10948
10948,35,0,55,0,39,110,139,201.5,223,NA,NA,4.00416666666667,0.994056682971723,X10948
10948,37,0,55,0,33,94,121,172,194.5,NA,NA,3.4725,0.995464254717861,X10948
10948,37,0,55,0,33,109,139,199,222,NA,NA,4.02333333333333,0.993830575619418,X10948
10948,37,0,55,0,29,97,122,172,192,NA,NA,3.47333333333333,0.99124196904223,X10948
10948,42,0,63,0,6,21.5,31,52,64.5,89.5,101,1.27798542720954,0.986542845078161,X10948
10948,42,0,55,0,6,20.5,27.5,44.5,54,69.5,77.5,0.985733695652174,0.997655485219717,X10948
10948,42,0,55,0,6,23,34,50.5,58.5,79,90,1.12703804347826,0.996834096078055,X10948
10950,25,0,55,0,22,85.5,112,161.5,183,225.5,NA,3.1973536036036,0.993797809686073,X10950
10950,25,0,56,0,15,68,94,147,170,211.5,232,3.03404431649655,0.997218814041643,X10950
10950,25,0,55,0,22.5,76,102,151,172,213,233,2.94565217391304,0.996616955014227,X10950
10950,25-35,120,55,0,22,83.5,113.5,181.5,211.5,NA,NA,3.84666666666667,0.99731049856229,X10950
10950,25-35,120,55,0,28.5,93,123.5,188,214,NA,NA,3.87666666666667,0.999417122376589,X10950
10950,25-35,120,55,0,26.5,85,115.5,174.5,199.5,NA,NA,3.61166666666667,0.999524764910301,X10950
10950,25-35,480,55,0,24,93,124,192.5,221,NA,NA,4.03416666666667,0.998580466010355,X10950
10950,25-35,480,55,0,31,98,130.5,197.5,226,NA,NA,4.07833333333333,0.999667955053929,X10950
10950,25-35,480,55,0,28.5,95,128,190.5,218,NA,NA,3.94833333333333,0.99929567745411,X10950
10950,30,0,55,0,34.5,98.5,129.5,183,205.5,NA,NA,3.68666666666667,0.99508094518324,X10950
10950,30,0,55,0,30,103.5,139,197,223.5,NA,NA,4.05833333333333,0.996064820652494,X10950
10950,30,0,55,0,27.5,93,124,187.5,214,NA,NA,3.88166666666667,0.999335744063385,X10950
10950,32,0,55,0,31.5,109.5,143.5,213.5,245,NA,NA,4.43166666666667,0.99897648060542,X10950
10950,32,0,55,0,33,113.5,148.5,223,NA,NA,NA,4.68804824561404,0.999264533911602,X10950
10950,32,0,55,0,32,103,137,204.5,NA,NA,NA,4.28618421052632,0.999786687270321,X10950
10950,32-42,120,55,0,22,71,96,155.5,182,236,259.5,3.30842391304348,0.998681785213622,X10950
10950,32-42,120,55,0,24,75.5,102,156,180.5,227,NA,3.1973536036036,0.999361132106824,X10950
10950,32-42,120,55,0,21,60.5,83.5,128.5,149.5,195,212,2.68885869565217,0.999383992044595,X10950
10950,32-42,480,55,0,24,86,117,179,205.5,NA,NA,3.74083333333333,0.99906997501999,X10950
10950,32-42,480,55,0,25.5,86.5,116,172,194.5,NA,NA,3.53916666666667,0.998503762052759,X10950
10950,32-42,480,55,0,25.5,83,111,165.5,188.5,NA,NA,3.4125,0.999225241627767,X10950
10950,35,0,55,0,39,113,147,209,NA,NA,NA,4.37280701754386,0.996891931383614,X10950
10950,35,0,56,0,25.5,105.5,141,209.5,NA,NA,NA,4.60795454545454,0.998432841779893,X10950
10950,35,0,55,0,33.5,111,146,210,NA,NA,NA,4.43585526315789,0.997830442542139,X10950
10950,37,0,55,0,31.5,105.5,138.5,203,NA,NA,NA,4.27741228070175,0.998832217056708,X10950
10950,37,0,55,0,31,102.5,136,200.5,229.5,NA,NA,4.14583333333333,0.999010909267074,X10950
10950,37,0,55,0,30.5,103,135,202,231,NA,NA,4.1775,0.999147225400714,X10950
10950,42,0,55,0,5,20.5,32.5,55,67,88.5,101,1.296875,0.990705058973179,X10950
10950,42,0,55,0,7,26,34.5,51.5,61,74.5,81,1.03532608695652,0.996613949938105,X10950
10950,42,0,55,0,4,15,21,32,37,47,51,0.654891304347826,0.998332663533292,X10950
10951,25,0,55,0,23.5,72.5,93,128.5,141.5,164,174.5,2.18478260869565,0.970368545250272,X10951
10951,25,0,55,0,12,53,67,94.5,108.5,135,149,1.86888586956522,0.993784197875247,X10951
10951,25,0,55,0,22.5,57.5,70.5,93,103.5,124.5,131.5,1.60326086956522,0.973586402878733,X10951
10951,25-35,120,63,0,23,84.5,112.5,164.5,191.5,230.5,244.5,3.1340108770972,0.991598801054816,X10951
10951,25-35,120,55,0,17.5,72,97,143.5,163,200,219,2.79008152173913,0.99447640488386,X10951
10951,25-35,120,55,0,23.5,75.5,98,146,165.5,212.5,NA,2.95411036036036,0.998974213947702,X10951
10951,25-35,480,63,0,21.5,80.5,105.5,153.5,173,201,213.5,2.7289439976482,0.980365617020921,X10951
10951,25-35,480,55,0,20,76,105.5,161,186,234,256,3.27649456521739,0.998252245708642,X10951
10951,25-35,480,55,0,25.5,77,102,149,170.5,215,NA,2.99521396396396,0.998557336581632,X10951
10951,30,0,55,0,27,73.5,89.5,126.5,137.5,157,171,2.09239130434783,0.968246734762018,X10951
10951,30,0,55,0,26,67,86,121,136.5,160,171,2.12635869565217,0.981828746112532,X10951
10951,30,0,55,0,24.5,68.5,86.5,122,135.5,160,173.5,2.14538043478261,0.982528154107202,X10951
10951,32,0,64,0,20,85,110.5,168,198,NA,NA,3.55735745988392,0.999273206073095,X10951
10951,32,0,55,0,59,89.5,148.5,174,226,NA,NA,3.69333333333333,0.956170049714095,X10951
10951,32,0,55,0,25.5,71.5,102.5,136.5,148.5,170,180,2.26358695652174,0.961289344952407,X10951
10951,32-42,120,63,0,14.5,70,98.5,152,178,220,235.5,3.06718392373433,0.995654981769228,X10951
10951,32-42,120,55,0,22.5,64.5,85,122,136.5,166.5,180,2.25135869565217,0.991467894535421,X10951
10951,32-42,120,55,0,19.5,57.5,77,116.5,133.5,163,177.5,2.24592391304348,0.996080305800936,X10951
10951,32-42,480,64,0,16,72.5,102,156,180,224,240,3.13265088958883,0.996924111594821,X10951
10951,32-42,480,55,0,19,71.5,97,148.5,168.5,207.5,226,2.89334239130435,0.995578439281122,X10951
10951,32-42,480,55,0,22.5,78,98.5,148,166,207.5,225,2.84035326086956,0.995464197266982,X10951
10951,35,0,55,0,33.5,97,120,152,168.5,198.5,208.5,2.55095108695652,0.958131496808998,X10951
10951,35,0,55,0,28.5,80.5,102.5,138,155,189,205,2.515625,0.9863985866853,X10951
10951,35,0,55,0,31,98,127.5,180,193.5,233.5,NA,3.29166666666667,0.981659779702432,X10951
10951,37,0,55,0,27.5,89,118,175.5,197.5,NA,NA,3.58583333333333,0.998434653386572,X10951
10951,37,0,55,0,26.5,91,118,173,200,NA,NA,3.59916666666667,0.998610138678226,X10951
10951,37,0,55,0,26,90,118,178,200,NA,NA,3.64666666666667,0.998264497288277,X10951
10951,42,0,63,0,3.5,13.5,19.5,29.5,35.5,47,54,0.672920647586251,0.996171542702159,X10951
10951,42,0,55,0,0,4,6,9,9,11.5,13,0.168478260869565,0.975477984968709,X10951
10951,42,0,55,0,4,13,18.5,26.5,31,37,38,0.497282608695652,0.984615875728689,X10951
10954,25,0,55,0,24.5,79.5,105.5,153.5,176.5,222.5,NA,3.11036036036036,0.998472363443218,X10954
10954,25,0,56,0,17,75,103,156,178,222.5,NA,3.24210334788937,0.996917932226179,X10954
10954,25,0,55,0,25,82,109,155.5,178,222.5,NA,3.11359797297297,0.996781664973357,X10954
10954,25-35,120,55,0,25,91,123,184.5,212.5,NA,NA,3.86166666666667,0.999107462783804,X10954
10954,25-35,120,55,0,29,97.5,129,191,220,NA,NA,3.96916666666667,0.999275529118157,X10954
10954,25-35,120,55,0,28,92,124,184,207.5,NA,NA,3.77416666666667,0.998546192062856,X10954
10954,25-35,480,55,0,26,100,132,194.5,221,NA,NA,4.03583333333333,0.997453677849508,X10954
10954,25-35,480,55,0,32,101.5,135,196.5,225,NA,NA,4.05166666666667,0.998729245111587,X10954
10954,25-35,480,55,0,28.5,96.5,130,186,215,NA,NA,3.87666666666667,0.99812007179208,X10954
10954,30,0,55,0,35,101,130,185.5,210,NA,NA,3.7525,0.995912950189311,X10954
10954,30,0,55,0,31.5,107.5,141,199,224.5,NA,NA,4.07083333333333,0.99457592608239,X10954
10954,30,0,55,0,32,102.5,131,188,213.5,NA,NA,3.83833333333333,0.99610203180212,X10954
10954,32,0,55,0,31.5,114,151.5,223,NA,NA,NA,4.72313596491228,0.998459752176844,X10954
10954,32,0,55,0,33,115.5,153,229.5,NA,NA,NA,4.83388157894737,0.999217074351094,X10954
10954,32,0,55,0,33.5,105.5,135.5,201.5,NA,NA,NA,4.21162280701754,0.999132509275851,X10954
10954,32-42,120,55,0,21,79.5,107,166.5,190.5,242,NA,3.4321509009009,0.998803144690361,X10954
10954,32-42,120,55,0,22.5,105.5,161.5,186,232,NA,NA,4.1625,0.966949727101126,X10954
10954,32-42,120,55,0,21,62,84,131.5,151,193,210.5,2.67119565217391,0.999172785083855,X10954
10954,32-42,480,55,0,25,89,119,183.5,210,NA,NA,3.82083333333333,0.999102785168742,X10954
10954,32-42,480,55,0,27,91,121,179.5,201.5,NA,NA,3.67166666666667,0.997990135825263,X10954
10954,32-42,480,55,0,24,72,100,157,181,232,NA,3.2598536036036,0.999065892385923,X10954
10954,35,0,55,0,35.5,108.5,139.5,198.5,NA,NA,NA,4.16885964912281,0.996319704788997,X10954
10954,35,0,56,0,26.5,110,143,206,NA,NA,NA,4.55026223776224,0.994323299861534,X10954
10954,35,0,55,0,36.5,115,146.5,207,NA,NA,NA,4.36129385964912,0.994821139857138,X10954
10954,37,0,55,0,28.5,106,139.5,206,234,NA,NA,4.265,0.997771782002767,X10954
10954,37,0,55,0,31.5,103,137.5,202.5,227.5,NA,NA,4.13666666666667,0.997958803319072,X10954
10954,37,0,55,0,28,104.5,135,196.5,223,NA,NA,4.05666666666667,0.996424634131973,X10954
10954,42,0,55,0,8,30.5,41.5,68,80,105,116.5,1.48913043478261,0.997790619079852,X10954
10954,42,0,55,0,6,22.5,32,50.5,61,80.5,89,1.13926630434783,0.997141513313977,X10954
10954,42,0,55,0,6.5,20,30.5,45,53,68,79,0.980298913043478,0.997384273279513,X10954
10982,25,0,55,0,26.5,83.5,109.5,158.5,181.5,225.5,NA,3.15653153153153,0.997026766594626,X10982
10982,25,0,55,0,25,80,107.5,159,183,230.5,NA,3.23240427927928,0.999019865461306,X10982
10982,25,0,55,0,28,81,106,156.5,178.5,221.5,NA,3.09515765765766,0.997594942177231,X10982
10982,25-35,120,59,0,28.5,95,126,186,210,NA,NA,3.7697238993284,0.998191139651916,X10982
10982,25-35,120,55,0,26,91.5,121,179.5,205.5,NA,NA,3.72583333333333,0.998826506069258,X10982
10982,25-35,120,55,0,27.5,86.5,117.5,165,190,NA,NA,3.41416666666667,0.997160540608817,X10982
10982,25-35,480,61,0,22,87.5,118,180,206,NA,NA,3.81594285308124,0.999057198177404,X10982
10982,25-35,480,55,0,28,97,128.5,189,212.5,NA,NA,3.87333333333333,0.997511433454982,X10982
10982,25-35,480,55,0,27,88,115,168,196,NA,NA,3.50666666666667,0.999157975529369,X10982
